 &#39;Salman appointed ambassador of BMC&#39;s Swachh Bharat Mission&#39;,1
 Berkshire forays into airline sector for 1st time since 1989,1
 Robotic utensils developed for people with disabilities,0
 NASA recreates Venus&#39; harsh surface conditions on Earth,0
 UN passes Japan-led motion to abolish nuclear arms,0
 Google Earth Timelapse shows how Earth changed over 32 years,1
 Tourism Minister pitches for India as a tourist hotspot,1
 Delhi govt schools to hire retired teachers,0
 Demonetisation after-effects to last longer: P Chidambaram,1
 Fossils of possibly the 1st animal to walk on land uncovered,0
 We&#39;re f*ck*d: Google Ventures&#39; general partner on Trump win,1
 How &#39;soft signal&#39; gave India Joe Root&#39;s wicket in Rajkot,1
" No plan to seal lockers, confiscate jewellery: Govt",1
 2nd best mannequin challenge: Twitter on Voges&#39; dismissal,1
 India had civilisation before Modi became PM: Chidambaram,1
 Aditi Rao features on Condé Nast Traveller&#39;s Dec-Jan cover ,0
 &#39;Just Go To Hell Dil&#39; song from &#39;Dear Zindagi&#39; released,1
 1947 Partition Museum opens in Amritsar,1
" Real, Bayern to wear kits made of recycled ocean plastic",1
 Asia-Pacific leaders vow to fight protectionism,1
 Scientists crowdfunding to help save endangered parrot,1
" Vaughan uses apple, orange to test effect of mint on ball",1
 AAP slams Delhi BJP head for distributing laddoos,0
" When you get out for 85, it is a crisis: Darren Lehmann",1
" NGT bans sale, use of Chinese manjha in India",1
" Ronaldo will win Ballon d&#39;Or, claims leaked document",0
 Selfie of Iulia Vantur with Himesh Reshammiya shared online,1
" Over 10 lakh people exchanging ₹500, ₹1000 notes every hour",1
 Trillionth of a billionth of a second measured for 1st time,1
 Hameed had sent a hand-written letter thanking Mumbai coach,0
 First note issued by the RBI was of ₹5,1
 Noida sanitation workers end strike over salary payment,0
 Sinkhole swallows part of 4-lane street in Japan,1
 Delhi smog: MCD schools to be closed on Saturday,1
" Metallica, Jimmy Fallon perform song with toy instruments",1
 What is the reason behind Delhi&#39;s air pollution?,1
 Delhi govt ties-up with pvt hospitals for free MRIs for poor,0
 Mumbai Police reunites elderly woman with family,1
 &#39;Rogue One: A Star Wars Story&#39; hits the theatres,0
 Video shows how a Tesla car drives itself,1
 Neesham&#39;s reflexes run Marsh out at non-striker&#39;s end,0
" Black money declarations under IDS revised by ₹2,000 crore",0
" New ₹2,000 currency notes introduced",1
 Turkish police carry out mass arrests after stadium bombing,0
 Mexican cement firm offers help to build Trump&#39;s border wall,1
" Colombia, FARC rebels ink new peace deal to end 52-year war",1
 RBI to issue new ₹100 notes shortly,0
 Will help my kids enter films if they&#39;re deserving: Aamir,0
 Eng playing XI had 4 players of Asian heritage for 1st time,1
 NASA successfully launches 8 satellites from an airplane,0
 Duo will not apologise for posing as golfers in North Korea,1
 Full Internet archive to be moved to Canada after Trump win,1
 Video shows the evolution of the F1 steering wheel,1
 Man sets record for performing magic tricks in wind tunnel,0
  ₹1.4 crore in new currency seized in Mumbai&#39;s Juhu area,0
 Delhi BJP to give families laddoo for patience amid note ban,0
 Zayn Malik beats Hrithik to win &#39;Asia&#39;s Sexiest Man&#39; poll,0
 2 Indian films to compete with 13 foreign films at IFFI,1
 Process for change in date of birth in passport made easy,0
 ISIS sign depicts acceptable underwear in its reign,1
 Kejriwal pays homage to Jayalalithaa in Chennai,0
 Australian cricketers set record for biggest cricket lesson,1
" Mistry did not contribute to TCS growth, says Tata Sons",1
 Former Pakistan wicketkeeper switches to tennis ball cricket,0
 Samsung leads in South Korea despite Note 7 crisis,1
 Why does garlic make breath smell bad?,0
 SP MP Naresh Agarwal uses ‘Bhaandgiri’ word in Parliament,1
 Cashless wedding of 72 underprivileged couples held in Noida,0
 Cannabis smoking may double &#39;rare heart condition risk&#39;,1
 Strong magnetosphere may allow life on closest star&#39;s planet,0
 Sensex tanks 514 points to 5-month low,1
 Leaked Hillary Clinton email mentioned Amitabh Bachchan,1
 25 cyber fraud cases filed post demonetisation in Ghaziabad,0
" Rohit Sharma scored ODI&#39;s third double ton on Nov 2, 2013",1
 Bale scores &#34;Zidane-like&#34; goal in UCL draw against Warsaw,1
 ISIS commander calls US Prez-elect Trump a &#39;complete maniac&#39;,1
 Aamir to portray astronaut Rakesh Sharma in upcoming film,1
 Pawan Kalyan to contest 2019 Andhra Pradesh Assembly polls,1
 New trailer of &#39;xXx: Return of Xander Cage&#39; out,1
 Tamil Nadu to observe 7 days of mourning for Jayalalithaa,0
 Saudi prince given lashes in prison,1
 Syrian rebels launch offensive to retake ISIS capital Raqqa,1
 Sterilisation of over 1.8L stray dogs begins in South Delhi,0
 Hong Kong central bank warns against use of blockchain tech,1
 Britain made Kohinoor world&#39;s most famous diamond: Dalrymple,0
" Take Trump&#39;s cue, act against Pak artistes: Shiv Sena to PM",0
" Scientists identify 1,500 new virus species",1
 Army&#39;s letters prove it informed WB about force deployment,1
" Robbery at Shashi Tharoor&#39;s Delhi residence, FIR filed",1
 Ex-NCP MP draws gun on party spokesman&#39;s followers in Mumbai,1
 Kohli escapes injury while fielding in Mumbai Test,1
 Brathwaite 5th West Indian to &#39;carry his bat&#39; in Tests,1
" Student 3D-prints low-cost, functional prosthetic hand",0
 Sonakshi features on Nov cover of Cosmopolitan India,1
 Ashwin takes 23rd five-wicket haul of his career,0
" Arshad Warsi slams PM Modi for demonetisation of ₹500, ₹1000",1
" Murray, Djokovic take part in Mannequin challenge",1
 J&amp;K police to install &#39;tracing&#39; chips in weapons,1
 China to get &#39;invisible&#39; bridge that blends with landscape,0
" Duminy, Elgar provided chairs and umbrellas during breaks",1
" Lok Sabha passes Taxation Laws (second amendment) Bill, 2016",1
 80% of all deaths in armed conflicts are civilians: SC Judge,0
 Why do we get pimples and moles?,0
" Blast in Congo kills child, injures 32 Indian peacekeepers",1
 We have to be patient: Alia on demonetisation,1
 Cleaners strike leaves Barcelona Airport covered with dirt,0
 Russian wrestler to move court after IOC strips him of medal,1
 Arjun Kapoor&#39;s look from &#39;Mubarakan&#39; revealed,1
 20 mongooses invade golf course during play,1
 Javadekar to adopt tribal village in Madhya Pradesh,1
 Big Dog Motorcycles debuts India with a ₹59 lakh bike,1
 UP will not vote for Modi after demonetisation: Mayawati,1
 SC to hear criminal defamation case against Kejriwal,1
 India to host Asian Champions Trophy hockey in 2018,1
 One-off Pagani Zonda supercar crashes in Japan,1
 Delhi: Signal-free Vikaspuri-Wazirabad corridor inaugurated,1
 Online orders for new MacBook Pro hit highest ever mark,1
 3 in 10 cancer deaths due to smoking: Study,1
 In Pictures: Models pose for pics ahead of VS Fashion Show,1
 Tickets at makeshift cinema hall under Delhi bridge cost ₹10,1
 Startup uses jellyfish to make eco-friendly diapers and pads,1
 Mumbai&#39;s first Playboy Club hosts preview,1
" Facebook, Google lied to you: Kanye West on fake news",1
 Volvo launches S90 sedan in India at ₹53.5 lakh,1
 TCS calls meeting on Dec 13 to remove Mistry as director,1
" Trump crosses 200-mark, needs 270 to become US President",1
 &#39;Took historic step for citizens who deserve a better India&#39;,1
 IAS officer committed suicide over personal reasons: CBI,1
" Saboteurs break into winery, spill wine worth ₹3.5 crore",0
 PAN card mandatory on combined cash deposits above ₹2.5 lakh,1
 UK startup starts food deliveries using self-driving robots,1
 90 searches conducted by IT department in 12 days,1
 Cash dispensed at Big Bazaar not withdrawn from bank: Biyani,1
 We shine the ball the same way as Du Plessis: Aus captain,1
" Sonakshi Sinha&#39;s &#39;Noor&#39; to release on April 21, 2017",1
 Defaulters can&#39;t be given endless opportunities: Jaitley,1
" Blessings from Auntyji, tweets Irani on &#39;Beta&#39; Saral&#39;s b&#39;day",0
" Hotel offers New Year&#39;s Eve with Justin Bieber for $500,000",1
 Anguished beyond words on loss of lives: PM on train mishap,1
 Shelling kills over 20 civilians in Yemeni city: Reports,1
 Madame Tussauds to open in Delhi next year,1
 Old advertisement featuring Aishwarya surfaces online,1
 US warns of vigilante poll-watchers on election day,1
 Topless pics of GoT actress Maisie Williams leaked online,0
 Lady Gaga spends Thanksgiving with LGBTQ youth in New York,1
 India&#39;s 1st driving school for differently-abled is in Guj,1
" Over 12,000 personnel deployed to manage banks, ATMs crowd",1
" New ₹2,000, ₹500 notes to be available in ATMs from Nov 11",1
 Delhi police seize 1.71 lakh driving licences in a year,0
" Aussie athlete raises funds by running 3,800 km across India",1
 Bikers help Bruce Springsteen after motorcycle breakdown,1
 Poster of Dutt&#39;s 1st film after jail term &#39;Bhoomi&#39; unveiled,0
 CBI arrests Railway engineer over graft charges,1
" Criminal complaint against Kejriwal, Mamata over protest",1
 Congress promises free education &#39;from KG to PG&#39; for Dalits,0
 Woman set on fire by husband for asking money to buy milk,1
 We have not been good enough to match India: Alastair Cook,0
 Woman driver in US makes ‘longest ever Uber ride’,0
 NGT sets guidelines for declaring environment emergency,1
 Bollywood&#39;s strength is its songs and dances: Farah Khan,0
 Failed 2003 UK Mars mission might have worked for months,1
 Dinosaur skeleton sells for $1.2 million at French auction,0
 Ancient Egyptian mummy &#34;in very good condition&#34; discovered,1
 Prez launches campaign to end child labour on his 81st b&#39;day,0
 Omar slams &#39;bullet pellet&#39; look created for fashion show,0
 Take strict action against bank staff for wrongdoing: Govt,0
" 4 women arrested for abducting, selling child for ₹25 lakh",0
 Netgear admits its routers are vulnerable to attacks,0
  Digital payment future of financial transactions: Jaitley,1
 Seven penguins drown in Canada zoo,1
 Apple to stop making wireless routers: Report,1
 Earthquake of 4.3 magnitude strikes Maharashtra&#39;s Koyna,1
 Core sector growth at 3-month high of 5% in Sept,1
 Indian man has &#39;world&#39;s largest family&#39; with 193 members,1
 Shah Rukh Khan&#39;s production house signs deal with Netflix,1
 Congress reacts to hacking of Rahul Gandhi&#39;s Twitter account,1
" Sushmita Sen shares pic with SRK, daughters",1
 Gareth Bale sidelined for up to 3 months with ankle injury,1
" Volkswagen set to cut 30,000 jobs after emissions scandal",1
 City delays Australia Day for &#39;inclusive alternative&#39;,1
 2015 UPSC topper Tina Dabi to marry rank 2 holder Athar Khan,1
" Video shows Salman, Sania dancing to Baby Ko Bass Pasand Hai",1
 Fans sing to pay tribute to footballer&#39;s deceased mother,1
" Another jawan martyred in Naushera, death toll rises to 2",1
 Largest Sikh Parade outside India takes place in California,1
 Driver accuses Ex-BJP Min of converting ₹100 cr black money,0
" Rollback demonetisation, else we&#39;ll intensify protest: WB CM",1
 Oil truck explosion kills 42 in central Kenya,0
 Proof-of-concept hack turns headphones into microphones,1
 Deepika features on cover of Vogue India&#39;s Nov issue,1
 Let our diplomats withdraw salaries: Pakistan to India,0
 Pranab Mukherjee wishes Jayalalithaa a speedy recovery,0
 Miroslav Klose ends playing career to pursue coaching,1
" Respond to jawan&#39;s mutilation, prove patriotism: Shiv Sena",1
 Donald Trump vows to build safe zones in Syria,0
 Twitter reacts to Ronaldo&#39;s &#39;crouched&#39; celebration,1
 St Stephen&#39;s holds condolence meet for its 3 dead students,0
 Kova�ić&#39;s late goal helps Real earn draw against Legia,1
 NATO should demilitarise border with Russia: UK Labour Party,1
" 21-yr-old PSG footballer gets 2,350% pay hike",1
" Prez urges nation not to panic post scrapping ₹500, 1k notes",1
 Tata Steel dismisses Mistry’s remarks on Corus deal,1
 Heated insoles that let users set desired temperature made,0
 Ethnic cleansing underway in South Sudan: UN commission,1
 Book stating Newton&#39;s laws of motion fetches ₹25 crore,1
 CBI arrests Ex Air Force Chief in ₹3.6k cr VVIP chopper scam,0
 Saw 11 PMs but never saw Modi-like attitude: Azad,1
 Alia&#39;s sister Shaheen opens up about living with depression,1
 Sia&#39;s new track &#39;Never Give Up&#39; from &#39;Lion&#39; released,1
 Police to reward ₹5L for info on missing JNU student,1
 Jaya-led AIADMK ended 30-yr-long anti-incumbency trend in TN,0
 Govt ready to answer queries on demonetisation in Parliament,1
 360° video by McDonald&#39;s shows touchscreen ordering booths,1
 When 56 inches met 63 inches: Twitter on Khali meeting Modi,0
 Rail ticket booking facility on non-smartphones soon,1
 China slams Taiwan&#39;s &#39;petty&#39; phone call with Trump,1
 Philippine President&#39;s painkiller usage draws concern,0
 Two 8-year-old suicide bombers attack Nigerian market,0
 Religion affects the brain similar to taking drugs: Study,1
 I lost my own sister: Venkaiah Naidu on Jaya&#39;s demise,0
 Cost of demonetisation not more than benefits: Govt,1
" Want Ranbir, Alia to star in my husband&#39;s biopic: Sharmila",1
 Asia’s most valuable tech company posts $1.5bn in net profit,1
 Humanoid robots control traffic in Congo&#39;s capital city,0
 PM Modi salutes bravery of naval forces on &#39;Navy Day&#39;,1
 Amber Heard pays ₹2 crore to charity: Reports,1
 Parent-led therapy can combat child autism symptoms: Study,1
 Paul Reiffel against wearing helmets while umpiring,0
 Lockheed Martin loses $3 bn in market cap on Trump&#39;s tweet,0
" Modi did &#39;note bandi&#39;, people will do &#39;vote bandi&#39;: Mamata",1
" Gurugram police recover ₹16 lakh in ₹2,000 notes",0
 Pearl Black S7 Edge unveiled to take on Jet Black iPhone 7,0
" Deepika, Katrina are female superstars: Aamir",0
 CBI arrests 2 RBI officials for unauthorised note exchange,0
 Google parent Alphabet named company of the year by Fortune,0
 African nation changes Prime Minister for 5th time in a year,1
 CM Arvind Kejriwal likens Delhi to ‘gas chamber’,1
 Amazon accused of &#39;intolerable&#39; work conditions at warehouse,0
" Oldest company in the world operated for over 1,400 years",0
 Pankaj Advani wins bronze at World Snooker Championship,1
 Arms dealer arrested with 27 &#34;illegal&#34; pistols in Delhi,0
 Chinese boy completes rope jumps faster than national team,1
" If needed, we can lie down at PM&#39;s feet for Punjab: Kejriwal",1
 World&#39;s oldest astronaut John Glenn dies aged 95,0
 Naxals force elderly to convert their black money in J&#39;khand,1
" 8 dead in clashes between Myanmar army, militants",1
 Ex-World no 1 tennis player was once stabbed during match,1
" Denied stretcher, wife drags husband to hospital&#39;s 1st floor",1
 Build a bright future for Kashmir&#39;s children: PM Modi,1
 Sameer Verma beats World No. 3 to reach Hong Kong Open final,1
 Sunil Chhetri to marry former Indian footballer&#39;s daughter,0
 Vin Diesel quotes Bhagavad Gita in new film,1
 One family member can withdraw up to ₹2.5 lakh for weddings,1
 50% of all new Jaguar Land Rover cars to be electric by 2020,1
 11 deaths so far due to demonetisation: Reports,1
 Sona Mohapatra slams IIT-Bombay for being sexist,1
 FIFA announces 23-man shortlist for 2016&#39;s Best Player,1
 &#39;Love You Zindagi&#39; first song from &#39;Dear Zindagi&#39; out,1
 Basketball great Shaquille O&#39;Neal sworn in as county sheriff,0
 Twitter rolls out &#39;mute&#39; feature to tackle online trolls,1
 63% Russians oppose compulsory voting: Poll,1
 Cooperation is the only choice: China to Trump,1
 Zakir Naik&#39;s NGO gave scholarship to IS sympathiser: NIA,1
" Bill Gates lauds demonetisation, says &#39;Yeh hai mann ki baat&#39;",1
 Video shows mask that perceives colours as smells,1
 China seizes underwater US drone in South China Sea,0
 Ex-IAF Chief sent to jail till Dec 30 in VVIP chopper scam,0
" Delhi cop attacked with chilli powder, bricks",0
 Brazil&#39;s Senate approves austerity despite violent protests,1
 John Abraham&#39;s &#39;Force 2&#39; hits the theatres,1
 Varun Dhawan approached for &#39;Gully Boy&#39;: Reports,1
 Bank deposits with RBI hit record high after demonetisation,1
 Scuba diver survives 8 hours in Indian Ocean,1
 Delhi bowler takes 5 wickets without conceding a run,1
 SBI cuts home loan rates to lowest in 6 years ,1
 Scientists sequence &#39;living fossil&#39; plant&#39;s genome,1
 MP CM asks the poor not to return money in Jan Dhan accounts,0
 Saudi woman photographed without hijab faces execution calls,1
 Spread of cancer fuelled by fat: Study,0
 Zimbabwe launches a new currency,1
 Iraq-led forces enter ISIS stronghold Mosul ,1
" Ball bounces off Warner&#39;s thigh, elbow before hitting stumps",1
 Meteorite recovered from farm in Australia,1
 Relatives of missing MH370 victims to carry out own search,0
 New crystal smaller than human hair enables night vision,0
 In pictures: Reuters photos of the week,1
" Time-lapse video shows 52,000 books being shelved",1
 Video shows the making of &#39;You And Me&#39; song from &#39;Befikre&#39;,1
 223 arrested in Nepal in nationwide Maoist strikes,1
" Govts only care about politics and votes, not people: HC",1
 Vidya Balan to play a Radio Jockey in &#39;Tumhari Sulu&#39;,1
 Sourabh Verma finishes as runner-up at Bitburger Open,1
 Company claims to sell 1st commercial jetpack for ₹1.6 crore,1
 Ratan Tata’s ego led to the costly Corus deal: Cyrus Mistry,1
 Jury awards ₹20 cr in damages over Rolling Stone rape story,1
" Jaipur bank CEO goes missing after I-T raid, ₹1.56 cr seized",0
 Liverpool thrash Watford to top Premier League table,1
 Farmers can take possession of SYL land anytime: Punjab Govt,1
 Harvard scientists pinpoint physical source of consciousness,1
 Amazon ordered to refund parents for kids&#39; in-app purchases,1
 First woman to fly China&#39;s J-10 fighter jet dies in crash,1
" Another jawan martyred in J&amp;K, death toll rises to 2",1
 India to begin its campaign in circle style Kabaddi WC,1
 Amazon launches global startup program &#39;Launchpad&#39; in India,0
 People collect liquor bottles from truck after it overturns,1
 Simi Garewal shares pic with Kareena Kapoor,1
 Boman Irani once worked as a waiter at Taj Hotel for 2 yrs,1
 Pizza Hut gives free pizzas to people queued outside banks,1
 &#39;Black money circulation to reduce post demonetisation&#39;,1
 Malaysia arrests political cartoonist under sedition law,1
 Inflation forces Venezuela to introduce new notes,0
 New York Hall of Science has 450 hands-on exhibits,0
 I was in no-strings-attached relationships: Ranveer,1
 Armless boy swims the length of an Olympic size pool,0
" Fruit covered in Arabic writing, nails found in UAE",1
 Co-creator of MiG-29 Ivan Mikoyan dies aged 89,1
 US police investigate hate letters sent to mosques,1
 Man&#39;s webcam hacked within 98 seconds of activation,1
" Johar insulted my father Mohd Rafi in ADHM, alleges son",1
 Govt distributes 6k hearing aids to create world record,1
 Post-diet weight gain driven by gut bacteria &#39;memory&#39;: Study,1
 &#34;Players should be blamed for Australia&#39;s series loss&#34;,1
 Trump deserves everybody&#39;s respect: Buffett,1
 110 teaching posts vacant in various IIMs: Government,1
 Khattar welcomes SC verdict on Sutlej-Yamuna link canal row,1
 20-yr-old&#39;s software gives tour of five star hotel suites,1
 Shah Rukh Khan shares video msg thanking fans on birthday,1
 Ashwin records his 2nd worst average in a home Test,1
 I don&#39;t care: Hamilton said defying team orders in last GP,1
 China denies visa to Indian badminton team manager,1
 Indian journalist gets International Press Freedom Award,1
 Rohit Sharma set to be out for at least three months,1
 CCTVs weren’t working in jail when SIMI men escaped: Report,1
 4 Afghan elders killed in ISIS suicide attack,1
 Telecom dept to unveil portal on mobile radiation in a month,0
 MS Dhoni and Rhiti Sports win lawsuit dispute,1
 Staff gifts console to teen who played demo at store daily,1
" Bipin Rawat named new Army chief, BS Dhanoa new IAF head",0
 Why do mosquitoes bite some people and not others?,1
" Reliance Home Finance plans to raise ₹3,500 crore",1
 One journalist killed every 4.5 days: UNESCO,1
 House where Hitler was born to be turned into charity,0
 Russia ready to cooperate with new US leadership: Putin,1
 Mumbai restaurants introduce colourful burgers,0
 Inmates from a Mexican prison have a rock band,1
 Yuvraj Singh acted in movies as a child artist,0
 Kerala to launch &#39;tea museum&#39; next month,1
 Antibody that neutralises 98% HIV strains identified,1
 3 killed in explosion at largest US air base in Afghanistan,1
 Barcelona invite Chapecoense to play pre-season friendly,0
 Mumbai man arrested for taking selfies on railway track,0
 Priyanka Chopra joins LinkedIn as &#39;Influencer&#39;,1
 BCCI mistakenly selects overage players for Youth Asia Cup ,1
 ₹1 lakh crore withdrawn from bank accounts during Nov 10-18,1
 Indians do mannequin challenge inspired by demonetisation ,1
 A 335-year-long war ended without any firing,1
 Uber rival Careem introduces women drivers in Pakistan,0
 Solar energy firm Azure Power ties up $470 mn in funding,1
 Dutch lawmakers approve partial ban on wearing burqa,1
 Stairs from Eiffel Tower sold for over ₹3.8 crore,1
" NASA, Stephen Hawking working on 60,000 km/s &#39;nano-starship&#39;",0
 Robbers leave behind ₹100 for 78-yr-old woman&#39;s daily needs,0
 Some new MacBook Pros are facing video glitches,1
 Salman to produce ₹300 cr film on Sikh hero Gurdit Singh,1
 Snapdeal’s logistics unit COO Vijay Ghadge quits,1
" EU grants visa-free travel to Ukraine, Georgia",0
 People in Japan celebrate Beaujolais Nouveau wine day,1
 The times they are a-changin: PM Modi quotes Bob Dylan,1
 The fear of flying is called aviophobia,0
" Pakistan releases 2,000 opposition party supporters",1
 Why were England given 5 runs when Kohli&#39;s throw hit helmet?,0
 Artist creates sketches on leftover bottle caps  ,1
 Pak failed to find proof against Indian spy: Sartaj Aziz,0
 New stickers let users access fingerprint locks with gloves,1
 Chelsea end Tottenham&#39;s unbeaten streak to top the table,1
 Ranveer part of Men Of The Year list by Man&#39;s World magazine,0
 Bay of Bengal witnessed 500 cyclones in 125 yrs: IIT Prof,0
 China no longer the biggest foreign holder of US debt,0
" Kareena, Saif feature on &#39;Harper&#39;s Bazaar Bride&#39; cover",1
 Pak hockey federation mulling legal action over WC ouster,1
" Aamir, Fatima, Sanya feature on Nov cover of Femina",1
 Couple gets married 65 years after breaking up,1
 PM Modi has created new ‘normal’ in India: FM on note scrap,1
" If the 3 Khans don&#39;t stop smoking, I&#39;ll outlast them: Akshay",1
 New York Times reports 95.7% fall in Q3 profit,1
 Mock drills carried at Delhi Metro to deal with chem attacks,1
 Kohli&#39;s 235 is the highest Test score by an Indian captain,0
" BMW expands its venture capital fund 5-fold to ₹3,627 crore",1
 Top jail official among 3 arrested over Nabha jailbreak,1
 Barcelona held to goalless draw by nine-man Málaga,1
 Arab voters make no difference: Israel Parliament Chairman,0
" Demonisation of cash, not demonetisation: Chidambaram",1
 Paris makes public transport free to tackle air pollution,0
 Only 3 instances of a team scoring 400 and losing by innings,0
 Venezuelan Prez turns RJ amid humanitarian crisis,1
 I-T files complaint against Amarinder in tax evasion case,1
 World&#39;s longest tunnel opens for service in Switzerland,0
 I-T dept seizes ₹1.4 crore cash in Delhi&#39;s Karol Bagh area,0
 Paris to get sculpture remembering terror victims,1
 Swamy calls for delaying GST over demonetisation,1
 India can avoid tag of being accident capital of world: SC,0
 IITs to conduct entrance exams in Kathmandu from 2017,1
 India removes import duty on wheat,0
 So Lyf phone can take away Life? Tweets user,1
 Google shows fake news about aliens on top of search results,0
 68-yr-old has been living on President&#39;s estate for 40 yrs,0
 British PM Theresa May wears a saree during India visit,1
 At least 31 dead as passenger trains collide in Iran,1
 Cigarette sales fall by up to 40% after demonetisation,1
" Kerala asks Centre for ₹1,200 crore to disburse salaries",1
 Motion poster of Akshay Kumar&#39;s &#39;Jolly LLB 2&#39; released,0
 Indira Gandhi had snubbed demonetisation recommendation: PM,0
 Indian makes game where players send Elon Musk to Mars,1
 Want to thank Indian Army: 8-yr-old Kashmir kickboxing champ,1
 Italian chef creates miniature scenes with desserts,1
 NASA probe captures methane clouds on Saturn&#39;s moon,1
 Hot springs in Chile could hold clues to life on Mars: Study,1
 Gawli didn&#39;t want to be portrayed as a hero in Daddy: Arjun,1
 Cambridge alumnus and pianist in England XI for India Test,1
" &#39;Demonetisation will hurt retail, if continued for long&#39;",1
 US stocks post longest decline since 1980,1
" Over 18,000 students reciting Gita Shlokas set new record",0
 India to surpass China as OnePlus&#39; biggest market in 2017,1
 Not flattered by comparisons to Kim Kardashian: Sonam,0
 Trailer for &#39;Transformers: The Last Knight&#39; released,0
 Angelina Jolie to have sole custody of children,1
 Japan&#39;s sinkhole starts sinking again,1
 Indian wins first place for &#39;Animal Portraits&#39; by Nat Geo,0
 Women enter inner sanctum of Haji Ali Dargah after 5 years,1
 Sachin to take part in Kerala’s anti-liquor drive launch,1
 27 senior PSU bank officials suspended on corruption charges,1
 Firm develops fragrances that successfully block malodours,1
 Teaser of &#39;Fast &amp; Furious 8&#39; released,0
 Samsung cutting off mobile network access to Note 7 in NZ,1
 India&#39;s internet population to touch 600 mn by 2020: Study,1
" SBI recalibrates 57% of its 49,000 ATMs across India",1
 Mumbai staffer who fled with owner&#39;s ₹80 lakh arrested,1
" Tales from Ramayana, Mughal era to adorn Rly stations’ walls",1
 In pictures: NSG commandos in action during 26/11 attacks,1
 Brexit will force UK to borrow ₹10.4 lakh cr extra: Hammond,1
 IIM Ahmedabad to provide training to Delhi school principals,1
 Malta first European country to ban &#39;gay cure&#39; therapy,0
 Want 25-day break when we tour England: Kohli,0
 Prez Obama awards Ellen DeGeneres the Medal of Freedom,1
 NZ&#39;s Ross Taylor suffering from recurring eye ailment,1
" Priyanka slays our Baywatch, trust my plan: Dwayne",0
 Slack publishes full-page newspaper ad mocking Microsoft,1
 Kerala housewife gets ration card in Serena Williams&#39; name,1
 Why do players rub the cricket ball?,1
 Armenian dairy pays debts and salaries in cheese,0
 Rosberg pips Hamilton to win his maiden F1 world title,1
 ₹7 lakh crore total currency in circulation post note ban,0
 I&#39;m targeting 2018: Ranveer Singh on making TV debut,0
" Monkey tortured, stabbed to death by Vellore students",1
 Apple pays ₹3 cr fine over hazardous waste violations,0
